6202 6211 6220 6229
# tracer: nop
#
# entries-in-buffer/entries-written: 23674/23674   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] dNs. 79627.089804: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79627.089806: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79627.089810: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.089818: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.092833: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79627.092885: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.098837: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/3 next_pid=11 next_prio=120
         rcuos/3-11    [000] d... 79627.098852: sched_switch: prev_comm=rcuos/3 prev_pid=11 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.104820: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79627.104825: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79627.104828: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.104835: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79627.104859: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79627.107817: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79627.107819: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79627.107826: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.107832: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.110839: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/3 next_pid=11 next_prio=120
         rcuos/3-11    [000] d... 79627.110843: sched_switch: prev_comm=rcuos/3 prev_pid=11 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.116840: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79627.116844: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.122829: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79627.122833: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79627.122836: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.122843: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/3 next_pid=11 next_prio=120
         rcuos/3-11    [000] d... 79627.122846: sched_switch: prev_comm=rcuos/3 prev_pid=11 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79627.125827: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79627.125828: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79627.125834: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.125838: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79627.199448: sched_wakeup: comm=3on6 pid=6229 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.199451: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6229 next_prio=120
            3on6-6229  [000] .... 79627.199455: sys_nanosleep -> 0x0
            3on6-6229  [000] d... 79627.199465: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6229  [000] .... 79627.199476: sys_nanosleep(rqtp: 7f5fa8582d40, rmtp: 7f5fa8582d40)
            3on6-6229  [000] d... 79627.199478: sched_switch: prev_comm=3on6 prev_pid=6229 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.199483: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
     kworker/0:2-6725  [000] d... 79627.199488: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79627.199644: sched_wakeup: comm=3on6 pid=6220 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.199647: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6220 next_prio=120
            3on6-6220  [000] .... 79627.199649: sys_nanosleep -> 0x0
            3on6-6220  [000] d... 79627.199654: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6220  [000] .... 79627.199663: sys_nanosleep(rqtp: 7f5fa8d83d40, rmtp: 7f5fa8d83d40)
            3on6-6220  [000] d... 79627.199665: sched_switch: prev_comm=3on6 prev_pid=6220 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.199670: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79627.200016: sched_wakeup: comm=3on6 pid=6211 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.200019: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6211 next_prio=120
            3on6-6211  [000] .... 79627.200022: sys_nanosleep -> 0x0
            3on6-6211  [000] d... 79627.200027: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6211  [000] .... 79627.200030: sys_futex(uaddr: 602490, op: 80, val: 2, utime: 0, uaddr2: 602490, val3: 0)
            3on6-6211  [000] d... 79627.200033: sched_switch: prev_comm=3on6 prev_pid=6211 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.200037: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79627.237894: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.237900: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.237904: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.402460: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=pool next_pid=1839 next_prio=120
            pool-1839  [000] .... 79627.402462: sys_futex -> 0x0
            pool-1839  [000] d... 79627.402498: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=005
            pool-1839  [000] .... 79627.402542: sys_futex(uaddr: 17c1850, op: 0, val: 3e05, utime: 0, uaddr2: 7fb05801f790, val3: 17c1858)
            pool-1839  [000] d... 79627.402546: sched_switch: prev_comm=pool prev_pid=1839 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.414007: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79627.414012: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79627.414014: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79627.431459: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.431463: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79627.431526: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79627.772218: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.772233: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.772240: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.871412: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79627.871589: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79627.871632: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79627.932732: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79627.932737: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79627.932780: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.938814: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79627.938818: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79627.941319: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79627.941322: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79627.941329: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79627.941333: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.950346: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d.s. 79627.950351: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
         rcuos/1-9     [000] d... 79627.950355: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79627.956332: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79627.956336: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79627.956338: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.079863: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79628.079866: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.080413: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=tmux next_pid=7034 next_prio=120
           <...>-7034  [000] dNs. 79628.081405: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-7034  [000] d... 79628.081414: sched_switch: prev_comm=sh prev_pid=7034 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.081420: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=sh next_pid=7034 next_prio=120
           <...>-7034  [000] d... 79628.082087: sched_wakeup_new: comm=sh pid=7037 prio=120 success=1 target_cpu=002
           <...>-7034  [000] d... 79628.082237: sched_wakeup_new: comm=sh pid=7038 prio=120 success=1 target_cpu=003
           <...>-7034  [000] d... 79628.082298: sched_switch: prev_comm=sh prev_pid=7034 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79628.082403: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79628.082405: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79628.082415: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.082533: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7038 next_prio=120
           <...>-7038  [000] .... 79628.083358: sched_process_exit: comm=cut pid=7038 prio=120
           <...>-7038  [000] d... 79628.083374: sched_wakeup: comm=sh pid=7034 prio=120 success=1 target_cpu=002
           <...>-7038  [000] d... 79628.083376: sched_switch: prev_comm=cut prev_pid=7038 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79628.085406: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79628.085412: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79628.085416: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 79628.085419: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.085426: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79628.085430: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.085687: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=cut next_pid=7041 next_prio=120
           <...>-7041  [000] d... 79628.085729: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=001
           <...>-7041  [000] .... 79628.085864: sched_process_exit: comm=cut pid=7041 prio=120
           <...>-7041  [000] d... 79628.085878: sched_wakeup: comm=sh pid=7036 prio=120 success=1 target_cpu=001
           <...>-7041  [000] d... 79628.085880: sched_switch: prev_comm=cut prev_pid=7041 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79628.088408: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79628.088410: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79628.088418: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.088426: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.097434: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79628.097482: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.103422: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79628.103427: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79628.103429: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=004
       rcu_sched-7     [000] d... 79628.103430: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79628.103433: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.103445: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/3 next_pid=11 next_prio=120
         rcuos/3-11    [000] d... 79628.103452: sched_switch: prev_comm=rcuos/3 prev_pid=11 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79628.106417: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79628.106419: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79628.106425: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.106431: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.109441: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d.s. 79628.109445: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=003
         rcuos/1-9     [000] d... 79628.109457: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.115437: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79628.115440: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=002
         rcuos/4-12    [000] d... 79628.115444: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.121431: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79628.121435: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79628.121437: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79628.124427: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79628.124429: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79628.124435: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.124438: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.127442: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79628.127445: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 79628.127446: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.133448: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79628.133456: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.134352: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=WorkerPool/117 next_pid=21342 next_prio=120
           <...>-21342 [000] .... 79628.134357: sys_futex -> 0x0
           <...>-21342 [000] .... 79628.134362: sys_futex(uaddr: 1207aecf8718, op: 81, val: 1, utime: 7f04b77a9990, uaddr2: 0, val3: 3c8)
           <...>-21342 [000] .... 79628.134363: sys_futex -> 0x0
           <...>-21342 [000] d.s. 79628.134435: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-21342 [000] .... 79628.134636: sys_futex(uaddr: 1207aecf8744, op: 89, val: 791, utime: 7f04b77a9990, uaddr2: 1207aecf8718, val3: ffffffff)
           <...>-21342 [000] d... 79628.134642: sched_switch: prev_comm=WorkerPool/117 prev_pid=21342 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.134653: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.135127: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=HTMLParserThrea next_pid=21327 next_prio=120
           <...>-21327 [000] .... 79628.135130: sys_futex -> 0x0
           <...>-21327 [000] .... 79628.135132: sys_futex(uaddr: 7f04b774aa88, op: 81, val: 1, utime: 1f601ba, uaddr2: 0, val3: 21f64ad6adbaa2)
           <...>-21327 [000] .... 79628.135132: sys_futex -> 0x0
           <...>-21327 [000] .... 79628.135139: sys_futex(uaddr: 1207aee59d24, op: 85, val: 1, utime: 1, uaddr2: 1207aee59d20, val3: 4000001)
           <...>-21327 [000] d... 79628.135143: sched_wakeup: comm=chrome pid=21318 prio=120 success=1 target_cpu=001
           <...>-21327 [000] .... 79628.135144: sys_futex -> 0x1
           <...>-21327 [000] .... 79628.135145: sys_futex(uaddr: 1207aee59d54, op: 80, val: 3c9, utime: 0, uaddr2: 1207aee59c00, val3: 1e4)
           <...>-21327 [000] d... 79628.135147: sched_switch: prev_comm=HTMLParserThrea prev_pid=21327 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.135185: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=HTMLParserThrea next_pid=21327 next_prio=120
           <...>-21327 [000] .... 79628.135186: sys_futex -> 0x0
           <...>-21327 [000] .... 79628.135187: sys_futex(uaddr: 1207aee59cf8, op: 81, val: 1, utime: 0, uaddr2: 0, val3: 1e5)
           <...>-21327 [000] .... 79628.135187: sys_futex -> 0x0
           <...>-21327 [000] .... 79628.135196: sys_futex(uaddr: 7f04b774aab4, op: 80, val: 1, utime: 0, uaddr2: 7f04b774aa00, val3: 0)
           <...>-21327 [000] d... 79628.135198: sched_switch: prev_comm=HTMLParserThrea prev_pid=21327 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.181169: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79628.181181: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.181785: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79628.181791: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.182409: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79628.182415: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79628.200323: sched_wakeup: comm=3on6 pid=6220 prio=120 success=1 target_cpu=000
